aspect_ratio,elongation,rotational_transform,n_field_periods,triangularity,generation_method,success,aspect_ratio_computed,max_elongation,edge_rotational_transform,qi_residual,vacuum_well,computation_time
2.5,0.3,0.30000000000000004,5,-0.13999999999999999,systematic,True,2.4229591800934402,0.3274713342488959,0.2855223513656685,0.015719899917642863,0.5061350344624138,0.8243601928338031
2.5,0.3,0.30000000000000004,5,0.020000000000000018,systematic,True,2.4630076603580573,0.29401343155826265,0.3015094924251156,0.29392381069106793,0.5602918368025513,0.7085574979272964
2.5,0.3,0.30000000000000004,5,0.18,systematic,True,2.384881115541095,0.24700870362493582,0.30224957382451084,0.17388505299951335,0.3901061348794158,1.2897556426997345
2.5,0.3,0.30000000000000004,5,0.34,systematic,True,2.42490939867261,0.20837078871883163,0.29042546923420826,0.08238705576198524,0.5908393399890942,0.6486729455637188
2.5,0.3,0.30000000000000004,5,0.5,systematic,True,2.493601693847376,0.2575751042313313,0.33169062489205375,0.13733706182540967,0.5441022941316266,1.727012847462733
2.5,0.3,0.30000000000000004,6,-0.3,systematic,True,2.347901932477656,0.31981004106801275,0.3231678657368395,0.2777342278258979,0.6520556014726074,1.0671278155318236
2.5,0.3,0.30000000000000004,6,-0.13999999999999999,systematic,True,2.524966212676613,0.25333076704279356,0.29071090737830924,0.00028956409814012615,0.5925772580667827,1.7486093305105501
2.5,0.3,0.30000000000000004,6,0.020000000000000018,systematic,True,2.547232520484645,0.2835689333706732,0.28359757870916447,0.15367064934856778,0.5105265956287136,0.9081178385694206
2.5,0.3,0.30000000000000004,6,0.18,systematic,True,2.618517949414078,0.317054166014466,0.3363708085620457,0.15255992214641798,0.3674989404262577,1.2182637450088605
2.5,0.3,0.30000000000000004,6,0.34,systematic,True,2.5146088302307312,0.2892199658663116,0.31483389356701375,0.09514127741874318,0.5884348656510657,0.6517660538859105
2.5,0.3,0.30000000000000004,6,0.5,systematic,True,2.4534903195677766,0.28146294568350266,0.3299632105212559,0.04213891007714329,0.4695903435474268,1.4142145233057166
2.5,0.3,0.4,2,-0.3,systematic,True,2.5695234292861944,0.34807737997401667,0.39621610803166407,0.0657987941869622,0.4953919158430551,1.9176729915053334
2.5,0.3,0.4,2,-0.13999999999999999,systematic,True,2.510054616234578,0.3413508083959943,0.4302393630896104,0.01801458956026621,0.4490802706437423,1.0335168414588904
2.5,0.3,0.4,2,0.020000000000000018,systematic,True,2.3466105038177423,0.19767095266943083,0.3564641270659219,0.08984356986336021,0.5292400994724497,0.5573293524049886
2.5,0.3,0.4,2,0.18,systematic,True,2.585882784185991,0.2618858866105107,0.39596406386684485,0.09328835557518884,0.436926522693831,1.131700170373263
2.5,0.3,0.4,2,0.34,systematic,True,2.471574436064728,0.304080658788134,0.4125685406579593,0.033872325874282135,0.23413608867874458,0.8720764147103639
2.5,0.3,0.4,2,0.5,systematic,True,2.417964381425616,0.36829923643601625,0.4131712330839076,0.002783553957356716,0.48988994460689067,1.7037331000699014
2.5,0.3,0.4,3,-0.3,systematic,True,2.623326660074384,0.27905430304882917,0.3963195470004531,0.0008847027306121247,0.6096300065493504,1.4704886583540877
2.5,0.3,0.4,3,-0.13999999999999999,systematic,True,2.573185359688869,0.2815073471009352,0.400154198895494,0.14734428965728188,0.7482668230923795,1.232895936670639
2.5,0.3,0.4,3,0.020000000000000018,systematic,True,2.5793312246074627,0.29171008754896505,0.4334368971683408,0.028562655890454737,0.5027107752207345,1.3072764137625643
2.5,0.3,0.4,3,0.18,systematic,True,2.521477185496129,0.3638172172734088,0.41080223555468054,0.06700157095134417,0.5632593821169296,1.4424833422132635
2.5,0.3,0.4,3,0.34,systematic,True,2.4653897887554024,0.3288956385544698,0.4144620751798882,0.09371688348986451,0.6011389416918029,0.997537528023503
2.5,0.3,0.4,3,0.5,systematic,True,2.5154874056318954,0.249369319638304,0.42520867096846465,0.13610502427459717,0.3396328827488833,0.5842161225238943
2.5,0.3,0.4,4,-0.3,systematic,True,2.329490681020633,0.2607133768334706,0.37986626945917135,0.021373241340707633,0.44617455548756807,1.5341312746142046
2.5,0.3,0.4,4,-0.13999999999999999,systematic,True,2.4014562100781682,0.2564744333576234,0.4006301045601176,0.03913689319955496,0.5267765242052178,1.3873572663607892
2.5,0.3,0.4,4,0.020000000000000018,systematic,True,2.344469136441501,0.230789558040305,0.4359353214826412,0.07936353985587608,0.42396847203309324,1.6379986786473972
2.5,0.3,0.4,4,0.18,systematic,True,2.545191688051776,0.35585355303272515,0.42970659128317534,0.017237638788878802,0.5351530420202297,1.6093780371902484
2.5,0.3,0.4,4,0.34,systematic,True,2.443485943419643,0.35974022507301373,0.37985704143539045,0.1492556899604273,0.38060424501820844,0.5114996832861691
2.5,0.3,0.4,4,0.5,systematic,True,2.4797391673974087,0.382618135797275,0.4353408152372196,0.0008986074081750189,0.6014665782624004,0.9582403850755767
2.5,0.3,0.4,5,-0.3,systematic,True,2.5276056007289416,0.4040969339268417,0.3927781642945603,0.014464314066349244,0.6527387325055896,0.8006045083710344
2.5,0.3,0.4,5,-0.13999999999999999,systematic,True,2.4668022880631426,0.38963546289010675,0.41656226017042425,0.07413487774574379,0.6250748862583935,0.5047035685461705
2.5,0.3,0.4,5,0.020000000000000018,systematic,True,2.399016405988033,0.3100348156497648,0.40312888696971816,0.0036051791027790995,0.3252115492528852,0.5492987460061414
2.5,0.3,0.4,5,0.18,systematic,True,2.61030508162285,0.36734447944861176,0.4109970776515945,0.018897563650942688,0.30591596927422293,1.4003779103705323
2.5,0.3,0.4,5,0.34,systematic,True,2.4251111047140284,0.2771182339289732,0.39453250562500697,0.23452411985546073,0.48536489646743614,1.657809115156878
2.5,0.3,0.4,5,0.5,systematic,True,2.6664322601598505,0.25637955722288047,0.3957612859242718,0.29889292949434904,0.5339330916174071,1.5827618898669236
2.5,0.3,0.4,6,-0.3,systematic,True,2.3648623114946408,0.3335923854242608,0.4226494177474942,0.08788846385677808,0.5000142673018034,1.0119735605842206
2.5,0.3,0.4,6,-0.13999999999999999,systematic,True,2.457963924145028,0.2644746081082122,0.384660404189557,0.12337291175404874,0.5038908052487173,1.071672784526184
2.5,0.3,0.4,6,0.020000000000000018,systematic,True,2.5323883359876724,0.31696787755263073,0.3719983762562342,0.18794663031708692,0.3508947760387698,1.33761852090642
2.5,0.3,0.4,6,0.18,systematic,True,2.7558507440584066,0.2606168547297753,0.3802542388028977,0.08485904924654034,0.5267568016884314,0.9993227672450131
2.5,0.3,0.4,6,0.34,systematic,True,2.4809770702978797,0.3013823578218536,0.4074383447978922,0.11551724062282986,0.4708956099550891,0.7415713001722074
2.5,0.3,0.4,6,0.5,systematic,True,2.3792655747263884,0.32183000678992396,0.4045339325752474,0.011679148323489322,0.6119360773218578,1.056008870801926
2.5,0.3,0.5,2,-0.13999999999999999,systematic,True,2.6787028205616195,0.38127041955556906,0.5005585872019219,0.008106591993546386,0.5887551444379634,0.9834483151122521
2.5,0.3,0.5,2,0.020000000000000018,systematic,True,2.750004508605394,0.35835746796538287,0.5172967681123173,0.06638617135882834,0.6451195323020049,1.3083796902981049
2.5,0.3,0.5,2,0.18,systematic,True,2.536714127566031,0.2832997931320894,0.5136287293139552,0.00769664672352574,0.5146731391643276,1.6466515596221647
2.5,0.3,0.5,2,0.34,systematic,True,2.281430762826828,0.3256886995528809,0.4963595005800878,0.0005263453185516211,0.28242385872683495,0.694621297205374
2.5,0.3,0.5,2,0.5,systematic,True,2.4562806004849036,0.2568660388450085,0.4948986155979981,0.04663155101396996,0.5424602420025666,1.4676341078099409
2.5,0.3,0.5,3,-0.3,systematic,True,2.7128827895103473,0.3658565526095924,0.5238451081448471,0.12648878035078304,0.391888021136848,1.4208712937332166
2.5,0.3,0.5,3,-0.13999999999999999,systematic,True,2.5663274753025815,0.26103684364468116,0.48564622158231313,0.071103458719867,0.6003696241235738,0.6170520358331537
2.5,0.3,0.5,3,0.020000000000000018,systematic,True,2.47487071091208,0.278311115926508,0.5130100947539125,0.07351038659369478,0.6555657918901456,0.5053906389914906
2.5,0.3,0.5,3,0.34,systematic,True,2.5901369200466275,0.3363600255343003,0.4803047510031674,0.19271776492590365,0.5135188246896925,0.6782998968295175
2.5,0.3,0.5,3,0.5,systematic,True,2.4883092284222097,0.35151059262809076,0.4852152216452348,0.04936872170054629,0.5190854459905755,0.5509989412758003
2.5,0.3,0.5,4,-0.3,systematic,True,2.4205502737442752,0.2740471291358253,0.4851230679494864,0.062011608577694194,0.5890413830192581,1.7710508419813578
2.5,0.3,0.5,4,-0.13999999999999999,systematic,True,2.3811760941889872,0.3003010398498598,0.5340336528726077,0.0657332985970077,0.4142609795341542,0.7487760851204376
2.5,0.3,0.5,4,0.020000000000000018,systematic,True,2.766906946948556,0.23679892207516612,0.4745921851021734,0.1092116411510318,0.35741329907823116,1.7030852850457023
2.5,0.3,0.5,4,0.18,systematic,True,2.563402855395901,0.3654111284003675,0.502642823916782,0.1327871169312349,0.5295573016088251,0.8419821100845077
2.5,0.3,0.5,4,0.34,systematic,True,2.6057289071952248,0.3401442577510637,0.4862506644659538,0.05377122005233669,0.5095353073061829,1.781726665130813
2.5,0.3,0.5,4,0.5,systematic,True,2.4468542327555083,0.3126167477938678,0.4999241316865902,0.012566278064116872,0.35420482438464296,0.7115662514224648
2.5,0.3,0.5,5,-0.3,systematic,True,2.565923850088716,0.35684513778091337,0.5112115101822541,0.16233742256829642,0.5674508652524777,0.9207998995307094
2.5,0.3,0.5,5,-0.13999999999999999,systematic,True,2.5852529512428344,0.24393531289701725,0.4829061332982787,0.0033577246501881063,0.4025429677465215,0.981873730091183
2.5,0.3,0.5,5,0.18,systematic,True,2.338171297058892,0.3609083546109174,0.4843458888286937,0.15589051679676047,0.6572487570241928,1.7606054207810224
2.5,0.3,0.5,5,0.34,systematic,True,2.387161672574641,0.35658150868313654,0.4895673198276904,0.08222177456841706,0.5140192163347963,1.8130571265795434
2.5,0.3,0.5,5,0.5,systematic,True,2.40969755272987,0.362838305544153,0.454777844924949,0.023010812782734882,0.4692461300872491,1.1766233732474047
2.5,0.3,0.5,6,-0.3,systematic,True,2.4330153656197315,0.220899899476991,0.4854595167797167,0.0049764348086592455,0.48085658060476144,0.7697593580041566
2.5,0.3,0.5,6,-0.13999999999999999,systematic,True,2.2805428851127685,0.3326762050685977,0.513523470778645,0.10636796132545889,0.5142522240291593,1.47718804606105
2.5,0.3,0.5,6,0.020000000000000018,systematic,True,2.5369193319788956,0.3770588113328746,0.4931989095007286,0.0005730796299453161,0.5384774079179743,1.9486439964095623
2.5,0.3,0.5,6,0.18,systematic,True,2.374013400967655,0.3583608513141193,0.48791770284946673,0.08202834408654142,0.46037249343697484,0.7176970701305773
2.5,0.3,0.5,6,0.34,systematic,True,2.5565294764972606,0.2809523532979178,0.531016305652902,0.1666171507903807,0.31027735037321735,1.931344577661648
2.5,0.3,0.5,6,0.5,systematic,True,2.631937205244717,0.24830664378831763,0.47607992164260726,0.22551735614561377,0.28027679957123336,0.6864463235918342
2.5,0.3,0.6000000000000001,2,-0.3,systematic,True,2.5566877298956685,0.27563990800850163,0.6068469010068143,0.06815729022170491,0.7093863760122173,0.8610318626253414
2.5,0.3,0.6000000000000001,2,-0.13999999999999999,systematic,True,2.6233004898114944,0.22635802400992605,0.6084353989588429,0.12957401865527937,0.7425879931798617,1.5016847586754707
2.5,0.3,0.6000000000000001,2,0.020000000000000018,systematic,True,2.6491617482407985,0.35260443280537634,0.5905469679461479,0.00019747655485794142,0.586086123745897,1.2661338476575708
2.5,0.3,0.6000000000000001,2,0.18,systematic,True,2.3622208669126152,0.24986930826617493,0.5836584750986572,0.03420085722874918,0.538190423009254,0.5733581271906774
2.5,0.3,0.6000000000000001,2,0.34,systematic,True,2.6388325936438717,0.31203152226044106,0.5791968064142984,0.038530372145408706,0.5697657228158197,0.8881850390086443
2.5,0.3,0.6000000000000001,2,0.5,systematic,True,2.509891754935338,0.2618778478892425,0.611486136386913,0.1739392258331304,0.3391001558207858,1.8884422981843212
2.5,0.3,0.6000000000000001,3,-0.3,systematic,True,2.5470065845901027,0.34300869978286863,0.591921733406736,0.00533222975057604,0.5032588371581367,1.533900681995998
2.5,0.3,0.6000000000000001,3,-0.13999999999999999,systematic,True,2.5043187851393913,0.2567428511836598,0.5837217697364586,0.2840014899200389,0.5921392167250065,0.5860553446148755
2.5,0.3,0.6000000000000001,3,0.020000000000000018,systematic,True,2.6345255898706323,0.1969418456874002,0.6051048335712296,0.23999800017410458,0.4763843102628931,1.3962066225611773
2.5,0.3,0.6000000000000001,3,0.18,systematic,True,2.6804233636292008,0.2739013472783315,0.6271219943270653,0.0023215205752028074,0.459213948480542,1.293216942134082
2.5,0.3,0.6000000000000001,3,0.34,systematic,True,2.464615639096249,0.30695696621904905,0.6181473181652575,0.0431783091259973,0.6205971001490906,1.1716921475594573
2.5,0.3,0.6000000000000001,3,0.5,systematic,True,2.571168747868849,0.283138222415501,0.6097309637501426,0.6024317247838605,0.5780700182791985,1.0813200788046269
2.5,0.3,0.6000000000000001,4,-0.3,systematic,True,2.5078556836011128,0.21348663541902202,0.5893969806797299,0.06089583596172371,0.5761086379999016,1.9332997483245775
2.5,0.3,0.6000000000000001,4,-0.13999999999999999,systematic,True,2.6267043413653512,0.2663881334884108,0.585574006097325,0.07571110445806327,0.5910742725182885,1.2871375807760512
2.5,0.3,0.6000000000000001,4,0.020000000000000018,systematic,True,2.6494719878242634,0.3094373354242716,0.5919219420415036,0.16897255066375627,0.4314902207318923,0.863963263494915
2.5,0.3,0.6000000000000001,4,0.18,systematic,True,2.563528194856573,0.34246840912814164,0.606232814262558,0.06632531463268522,0.457086993116312,1.354544908113016
2.5,0.3,0.6000000000000001,4,0.34,systematic,True,2.559167041706581,0.2217260626106521,0.5796767092174637,0.11451638664872282,0.6592901427253225,0.5380202498904065
2.5,0.3,0.6000000000000001,4,0.5,systematic,True,2.4023718593895893,0.31980563548133556,0.6172783611463327,0.007385113753320606,0.44685540644524796,1.0733371611256435
2.5,0.3,0.6000000000000001,5,-0.3,systematic,True,2.401774739366762,0.390792447413256,0.6232611505653446,0.20108120984287461,0.2973627492918817,1.4010330281690722
2.5,0.3,0.6000000000000001,5,-0.13999999999999999,systematic,True,2.460564569198031,0.3295004547320237,0.590133099347058,0.23310469949269433,0.42592669914108783,1.2777944025037573
2.5,0.3,0.6000000000000001,5,0.020000000000000018,systematic,True,2.2837640871485134,0.25028050134566904,0.5877855022856485,0.09866190058922933,0.5806579000827399,0.5308273701189505
2.5,0.3,0.6000000000000001,5,0.18,systematic,True,2.471883350110613,0.2969387940771307,0.6287202381744107,0.10785510515676583,0.3812684402710005,0.6891301923285578
2.5,0.3,0.6000000000000001,5,0.34,systematic,True,2.31697412892891,0.32050166205301317,0.5967328801695319,0.14299819257174376,0.5588749772259733,1.2368024229761994
2.5,0.3,0.6000000000000001,5,0.5,systematic,True,2.4148197422502173,0.33379057820874936,0.5783609936396499,0.07125064265592877,0.5539674182168417,0.9893649758829245
2.5,0.3,0.6000000000000001,6,-0.3,systematic,True,2.605475507033372,0.39719576390181877,0.6162128609219298,0.04375037476694952,0.43974788757987815,1.3980424620498921
2.5,0.3,0.6000000000000001,6,-0.13999999999999999,systematic,True,2.5290410499846487,0.2673822937413146,0.5878054562634875,0.012473782725048576,0.6096687419750182,1.97016125594153
2.5,0.3,0.6000000000000001,6,0.18,systematic,True,2.541350424083331,0.2342426583722288,0.5645141459342149,0.0127240745954353,0.5449066394120932,1.2401275895473092
2.5,0.3,0.6000000000000001,6,0.34,systematic,True,2.4639553127497824,0.2887745854090735,0.5744316086926597,0.06176202617207617,0.4806529345217596,0.8017586472618037
2.5,0.3,0.6000000000000001,6,0.5,systematic,True,2.2633072603404814,0.201728470919963,0.6222199871922713,0.0973460740183885,0.4003426639123431,1.3617329255219415
2.5,0.3,0.7000000000000002,2,-0.3,systematic,True,2.6029055675986807,0.280881585081028,0.6683440517346548,0.16508762016872292,0.4852332202831066,0.7650893185336272
2.5,0.3,0.7000000000000002,2,-0.13999999999999999,systematic,True,2.3911651530888416,0.3197344307104205,0.7181174680443083,0.09953457944241507,0.5311744438877044,1.002075986141084
2.5,0.3,0.7000000000000002,2,0.020000000000000018,systematic,True,2.4913812637499833,0.22929163860624918,0.7168914692631358,0.0507867873693017,0.5133641016882371,0.9676086376642646
2.5,0.3,0.7000000000000002,2,0.18,systematic,True,2.4265106852280294,0.2686852563194783,0.7040750326372871,0.1499566003950134,0.3559568599517111,1.1498844943772963
2.5,0.3,0.7000000000000002,2,0.34,systematic,True,2.517525520713587,0.23090315840953274,0.6922876758821461,0.0004497249590775952,0.6864026526374097,1.3751566397712518
2.5,0.3,0.7000000000000002,2,0.5,systematic,True,2.4836605310517896,0.37604608348220403,0.7120899475089549,0.1793904315878319,0.4468694508537723,1.658933320799444
2.5,0.3,0.7000000000000002,3,-0.3,systematic,True,2.53387048495757,0.3059686960111829,0.7302671431932435,0.2324689227307423,0.5767167106343515,0.9397224567116358
2.5,0.3,0.7000000000000002,3,-0.13999999999999999,systematic,True,2.628229264240212,0.319074435426714,0.702005769393833,0.018092876860066356,0.5967006358439172,0.8709340475213179
2.5,0.3,0.7000000000000002,3,0.020000000000000018,systematic,True,2.639909488910373,0.3781341573497709,0.7107527861871774,0.12689414707508204,0.5298903730604588,1.6126595531616974
2.5,0.3,0.7000000000000002,3,0.18,systematic,True,2.488155092774767,0.21102418480480184,0.721337345535879,0.2269135477928486,0.47006673402735105,0.8157843238838691
2.5,0.3,0.7000000000000002,3,0.34,systematic,True,2.5754880484411817,0.2513360146828764,0.7063224323151172,0.06650344888969796,0.4305178141694461,0.9253964735024102
2.5,0.3,0.7000000000000002,3,0.5,systematic,True,2.6308838357819857,0.34833762798647494,0.7137461470308512,0.019463812980893672,0.49160036271161967,1.9634627243084257
2.5,0.3,0.7000000000000002,4,-0.3,systematic,True,2.5137465501680984,0.3071943496613406,0.6864452948992312,0.1200564544825436,0.3259929805321261,1.5696995042302846
2.5,0.3,0.7000000000000002,4,-0.13999999999999999,systematic,True,2.437032210742639,0.2682742628724228,0.6842436866086992,0.14732467623414977,0.6030780936276068,1.5806306641651302
2.5,0.3,0.7000000000000002,4,0.020000000000000018,systematic,True,2.4839069820370234,0.27958907559678825,0.6540039575515625,0.055016879033690305,0.516217691425467,1.7659219122399952
2.5,0.3,0.7000000000000002,4,0.18,systematic,True,2.3449639716380712,0.2945949991376954,0.6992630987145506,0.5384866563515124,0.5048676857133286,1.4258825679227414
2.5,0.3,0.7000000000000002,4,0.34,systematic,True,2.5563665658024304,0.3151306155512609,0.7097154247550829,0.12957420193918648,0.5756896827640389,1.8122540932651736
2.5,0.3,0.7000000000000002,4,0.5,systematic,True,2.491535177823922,0.41607426029079275,0.6863892683849956,0.2826287434789032,0.5950234981875718,0.6118151278769159
2.5,0.3,0.7000000000000002,5,-0.3,systematic,True,2.57648004314312,0.16580094196495127,0.6906389454618689,0.08609926696362447,0.5403827941036743,0.7827938549693501
2.5,0.3,0.7000000000000002,5,-0.13999999999999999,systematic,True,2.7244014105765553,0.30281329868617113,0.6643541169662768,0.23836354193808776,0.7845198102074642,0.8443615821490309
2.5,0.3,0.7000000000000002,5,0.020000000000000018,systematic,True,2.4658162925930096,0.24501388486850428,0.721290215814356,0.010030388134989193,0.45906028811351296,1.8672710918190665
2.5,0.3,0.7000000000000002,5,0.18,systematic,True,2.5805854022718386,0.2448582705617137,0.6901010733904841,0.07171042582330418,0.6925556708670119,1.0490203404226406
2.5,0.3,0.7000000000000002,5,0.34,systematic,True,2.4038733836408688,0.3527206675162353,0.7178054401115397,0.20373530204853785,0.4156868625074567,1.2057763099322703
2.5,0.3,0.7000000000000002,5,0.5,systematic,True,2.442404448960934,0.2968654958422417,0.7017273972462327,0.026728616247475707,0.3739255893997957,1.1424790831877636
2.5,0.3,0.7000000000000002,6,-0.3,systematic,True,2.385038076447964,0.3217707593095744,0.6805090280830972,0.08910538137012508,0.4249469066037203,0.6076051162616478
